locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM
b0109,nadC,nadC,quinolinate phosphoribosyltransferase (decarboxylating),Nucleotide transport and metabolism,"Crp,Nac",P30011,117752,118645,-,False,False,True,True,True,True,False,False,True,513.5,365.0,True,True,6.928161329,6.432745047999999,0.4025425985237984,False
b0110,ampD,ampD,1%2C6-anhydro-N-acetylmuramoyl-L-alanine amidase,Defense mechanisms,"YfeD,Crp,ppGpp,Nac",P13016,118733,119284,+,False,False,True,True,True,True,False,False,False,,,False,True,5.794527152999999,5.848322428083044,0.5146319281711222,False
b0111,ampE,ampE,protein AmpE,Defense mechanisms,Crp,P0AE14,119281,120135,+,False,False,False,False,True,True,False,True,False,3.0,,True,True,4.9961403195,5.113983096,0.5219618372136001,False
b0112,aroP,aroP,aromatic amino acid:H(+) symporter AroP,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Cra,TyrR,ArgR,Fnr,GlaR",P15993,120178,121551,-,False,False,True,True,True,True,False,False,True,103.0,963.0,True,True,9.3441511505,8.737431557,0.5515307170466363,True
b0113,pdhR,pdhR;aceC;genA;yacB,DNA-binding transcriptional dual regulator PdhR,Transcription,"RpoD,RpoS,Fnr,Crp,Cra,PdhR,GlaR,OmpR,BtsR",P0ACL9,122092,122856,+,False,False,False,False,True,True,False,False,False,50.0,,True,True,7.947651277,7.61579903,0.9853507741392012,True
b0114,aceE,aceE,pyruvate dehydrogenase E1 component,Nucleotide transport and metabolism,"RpoD,RpoS,Fnr,NsrR,Crp,Cra,ArcA,PdhR,BtsR",P0AFG8,123017,125680,+,False,False,True,True,True,True,False,False,True,5547.0,7171.0,True,True,10.012647263000002,10.14869815,0.7570229503228522,True
b0115,aceF,aceF,pyruvate dehydrogenase%2C E2 subunit,Nucleotide transport and metabolism,"RpoD,RpoS,Fnr,NsrR,Crp,Cra,ArcA,PdhR,BtsR",P06959,125695,127587,+,False,False,True,True,True,True,False,False,True,7531.0,7090.0,True,True,9.3752543285,9.734817117,0.8064871984637982,True
b0116,lpd,lpdA;lpd,lipoamide dehydrogenase,Nucleotide transport and metabolism,"RpoD,RpoS,Fur,Fnr,Crp,Cra,ArcA,PdhR,Fis,BtsR",P0A9P0,127912,129336,+,False,False,True,True,True,True,False,False,True,12070.0,8622.0,True,True,10.717942605,10.39672909,0.5781331241699985,False
b0117,yacH,yacH,DUF3300 domain-containing protein YacH,Cell wall/membrane/envelope biogenesis,,P36682,129407,131260,-,False,False,False,False,True,True,False,True,False,,,False,True,1.7867792245,1.465379191,0.5814218882765999,True
b0118,acnB,acnB;yacI;yacJ,hypothetical protein,Energy production and conversion,"RpoD,ryhB,Fis,Crp,Cra,ArcA,AcnB",P36683,131615,134212,+,False,False,True,True,True,True,False,False,True,13758.0,5947.0,True,True,10.682589945,9.6167907,1.014956152299599,True
b0119,yacL,yacL,UPF0231 family protein YacL,Function unknown,"Lrp,cyaR",P0A8E5,134388,134750,+,False,False,False,False,True,True,False,True,False,,,False,True,7.1074654420000005,6.3669239410000005,0.7702448869613704,True
b0120,speD,speD,S-adenosylmethionine decarboxylase proenzyme,Nucleotide transport and metabolism,RpoD,P0A7F6,134788,135582,-,False,False,True,True,True,True,False,False,True,806.5,502.0,True,True,8.686985131,8.035350392,0.8262398797464007,False
b0121,speE,speE,spermidine synthase,Amino acid transport and metabolism,RpoD,P09158,135598,136464,-,False,False,True,True,True,True,False,False,True,501.5,673.0,True,True,8.6899866625,7.978716125251095,0.7194379669863259,False
b0122,yacC,yacC,putative lipoprotein YacC,Function unknown,RpoD,P0AA95,136570,136917,-,False,False,False,False,True,True,False,True,False,,,False,True,7.522766605999999,7.160245682,0.7240011581166003,False
b0123,cueO,cueO;yacK,cuprous oxidase/multicopper oxidase with role in copper homeostasis,"Secondary metabolites biosynthesis, transport, and catabolism","ryhB,CueR",P36649,137083,138633,+,False,False,True,True,True,True,False,False,True,690.5,797.0,True,True,7.5006085735,6.926969354,1.2200907550440006,True
b0124,gcd,gcd,quinoprotein glucose dehydrogenase,Carbohydrate transport and metabolism,"RpoD,Crp,IHF",P15877,138835,141225,-,False,False,True,True,True,True,False,False,True,62.5,322.0,True,True,7.181456225,6.413057512000001,1.4517595139061334,True
b0125,hpt,hpt,hypoxanthine phosphoribosyltransferase,Nucleotide transport and metabolism,"RpoD,Crp,IHF",P0A9M2,141431,141967,+,False,False,True,True,True,True,False,False,True,761.5,454.0,True,True,8.0673233405,7.8111808615349565,0.4227315208235262,False
b0126,can,can;cynT2;yadF,carbonic anhydrase 2,Inorganic ion transport and metabolism,"RpoD,RpoH,Lrp",P61517,142008,142670,-,True,False,True,True,True,True,False,False,True,2494.0,1944.0,True,True,10.56966187,9.641173416037088,0.9767327345954137,False
b0127,yadG,yadG,putative ABC transporter ATP-binding protein YadG,Defense mechanisms,,P36879,142779,143705,+,False,False,False,False,True,True,False,True,True,183.5,297.0,True,True,6.281950568,6.280724865,0.395236314589199,False
b0128,yadH,yadH,putative ABC transporter membrane subunit YadH,Defense mechanisms,,P0AFN6,143702,144472,+,False,False,False,False,True,True,False,True,False,,,False,True,5.4922880115,5.982913045386188,0.4658225468203619,False
b0129,yadI,yadI,putative PTS enzyme IIA component YadI,Carbohydrate transport and metabolism,,P36881,144577,145017,+,False,False,False,False,True,True,False,True,False,,,False,True,4.140941091,4.840126709,0.9901497249840002,True
b0130,yadE,yadE,putative polysaccharide deacetylase lipoprotein,Carbohydrate transport and metabolism,,P31666,145081,146310,+,False,False,False,False,True,True,False,True,False,,,False,True,3.694759575,3.89757263,0.728898596823925,False
b0131,panD,panD,aspartate 1-decarboxylase proenzyme,Coenzyme transport and metabolism,"RpoD,YfeC,gcvB",P0A790,146314,146694,-,False,False,True,True,True,True,False,False,True,376.0,940.0,True,True,9.8488764725,9.193281172,1.0693731809753988,True
b0132,rpnC,rpnC;yadD,recombination-promoting nuclease RpnC,"Replication, recombination and repair",,P31665,146968,147870,+,False,False,False,False,True,True,False,True,False,,,False,True,2.91642324,3.440300912,0.8013024532293582,True
b0133,panC,panC,pantothenate synthetase,Coenzyme transport and metabolism,RpoD,P31663,147944,148795,-,False,False,True,True,True,True,False,False,True,1180.5,1125.0,True,True,8.26360412,8.599884995,0.5767021732365941,False
b0134,panB,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,"RpoD,YidZ",P31057,148807,149601,-,False,False,True,True,True,True,False,False,True,2180.5,1983.0,True,True,8.18009408,8.107435452999999,0.5987668965046052,False
b0135,yadC,yadC,fimbrial tip-adhesin YadC,Cell motility,Nac,P31058,149715,150953,-,False,False,False,False,True,True,False,False,False,,,False,True,1.766294647,2.044089421,0.6389834285267998,False
b0136,yadK,yadK,putative fimbrial protein YadK,Cell motility,ppGpp,P37016,151003,151599,-,False,False,False,False,True,True,False,False,False,,,False,True,1.150196053,1.685816753,0.6454921033133997,False
b0137,yadL,yadL,putative fimbrial protein YadL,Cell motility,YddM,P37017,151626,152231,-,False,False,False,False,True,True,False,False,False,,,False,True,1.7989252525,2.039087192,0.6971173769154001,False
b0138,yadM,yadM,putative fimbrial protein YadM,Cell motility,Nac,P37018,152243,152812,-,False,False,False,False,True,True,False,False,False,,,False,True,1.6940271459999998,2.004563984,0.7901885018959965,True
b0139,htrE,htrE,putative fimbrial usher protein HtrE,Cell wall/membrane/envelope biogenesis,"RpoD,RpoS,IHF,Lrp,Nac,GlaR",P33129,152829,155426,-,False,False,False,False,True,True,False,False,False,,,False,True,1.19014417,1.5818676278413517,0.6025987356101882,False
b0140,yadV,yadV;ecpD,putative fimbrial chaperone YadV,Cell wall/membrane/envelope biogenesis,"RpoD,RpoS,IHF,ppGpp",P33128,155461,156201,-,False,False,False,False,True,True,False,False,False,,,False,True,0.3728703029999999,0.688797929,0.4439307504113999,False
b0141,yadN,yadN,putative fimbrial protein YadN,Cell motility,GlaR,P37050,156299,156883,-,False,False,False,False,True,True,False,False,False,,,False,True,0.8066174934999999,0.77246111,0.5275929625427999,False
b0142,folK,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,Coenzyme transport and metabolism,"RpoD,RpoS,DksA,ppGpp",P26281,157253,157732,-,True,False,True,True,True,True,False,False,False,,,False,True,6.459804747,5.53662881,0.6990063308886006,True
b0143,pcnB,pcnB,poly(A) polymerase I,Nucleotide transport and metabolism,"RpoD,RpoS,ppGpp,DksA",P0ABF1,157729,159126,-,False,False,False,False,True,True,False,False,True,33.5,329.0,True,True,8.5871579905,7.861932412000001,0.5038555595093988,True
b0144,gluQ,gluQ;yadB,glutamyl-Q tRNA(Asp) synthetase,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,DksA",P27305,159186,160112,-,False,False,False,False,True,True,False,False,False,,,False,True,5.230140399,4.695836867,0.7154489223461997,False
b0145,dksA,dksA,RNA polymerase-binding transcription factor DksA,Signal transduction mechanisms,"RpoD,Crp,DksA,ppGpp",P0ABS1,160149,160604,-,False,False,False,False,True,True,False,False,True,5605.5,1474.0,True,True,10.15842221,9.823208029,0.4314736664825992,False
b0146,sfsA,sfsA;sfs1,putative DNA-binding transcriptional regulator of maltose metabolism,Transcription,"RpoD,Crp",P0A823,160782,161486,-,False,False,False,False,True,True,False,True,False,,,False,True,5.7955106525,6.457788775,0.7857819214769995,True
b0147,thpR,thpR;ligT;yadP,RNA 2'%2C3'-cyclic phosphodiesterase,"Translation, ribosomal structure and biogenesis",,P37025,161501,162031,-,False,False,False,False,True,True,False,False,False,,,False,True,5.5407475105,4.741041040491433,0.6951041714380007,False
b0148,hrpB,hrpB;yadO,putative ATP-dependent RNA helicase HrpB,"Replication, recombination and repair",,P37024,162105,164534,+,False,False,False,False,True,True,False,True,True,,414.0,True,True,4.954295095,4.8452628230000006,0.4532639679708008,False
b0149,mrcB,mrcB;pbpF;ponB,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB,Cell wall/membrane/envelope biogenesis,,P02919,164730,167264,+,False,False,True,True,True,True,False,False,True,101.0,321.0,True,True,5.971312147000001,5.960015908,0.5034392498771997,False
b0150,fhuA,fhuA;tonA,ferrichrome outer membrane transporter/phage receptor,Inorganic ion transport and metabolism,"RpoD,Fur",P06971,167484,169727,+,False,False,True,True,False,False,False,False,True,867.0,1722.0,True,True,8.262623095999999,7.689583812,1.2817062426042,True
b0151,fhuC,fhuC,iron(III) hydroxamate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,Fur",P07821,169778,170575,+,False,False,True,True,False,False,False,False,True,,133.0,True,True,6.2371136830000005,5.484293667999999,1.1920503452834998,True
b0152,fhuD,fhuD,iron(III) hydroxamate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,Fur",P07822,170575,171465,+,False,False,True,True,False,False,False,False,False,,,False,True,5.64123089,4.863255497,1.0818335740673997,True
b0153,fhuB,fhuB,iron(III) hydroxamate ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,Fur",P06972,171462,173444,+,False,False,True,True,True,False,False,False,False,,,False,True,4.5208805825,3.926250462,1.1008111740674922,True
b0154,hemL,hemL;gsa;popC,glutamate-1-semialdehyde aminotransferase,Coenzyme transport and metabolism,"PdhR,FliA,PhoP",P23893,173602,174882,-,True,True,True,True,True,True,False,False,True,2169.0,1588.0,True,True,7.714365219499999,7.637838396,0.4912858202196009,False
b0155,clcA,clcA;eriC;yadQ,chloride:H(+) antiporter ClcA,Inorganic ion transport and metabolism,,P37019,175107,176528,+,False,False,True,True,True,True,False,False,False,,,False,True,4.993474943000001,5.361009473426591,0.5322912190109363,False
b4728,yadW,,protein YadW,No COG annotation,,UPI00045B4E45,176552,176617,+,False,False,False,False,False,False,False,False,False,,,False,False,7.156244232385903,5.286221141318169,2.077102234499656,False
b0156,erpA,erpA;yadR,iron-sulfur cluster insertion protein ErpA,Energy production and conversion,"IscR,ryhB",P0ACC3,176610,176954,+,True,False,False,True,True,True,False,False,True,2729.5,1229.0,True,True,8.53882584,8.648441855721424,0.708496003847785,False
b0157,yadS,yadS,conserved inner membrane protein YadS,Function unknown,"RpoD,RpoS,ppGpp",P0AFP0,177001,177624,-,False,False,False,False,True,True,False,True,False,,,False,True,4.5201857615000005,4.475978645,0.7897332031848009,False
b0158,btuF,btuF;yadT,vitamin B12 ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,RpoS",P37028,177662,178462,-,False,False,True,True,True,True,False,False,False,,,False,True,4.8545033085,4.540026484,0.5377722005880001,False
b0159,mtn,mtnN;mtn;pfs;yadA,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Nucleotide transport and metabolism,"RpoD,RpoS",P0AF12,178455,179153,-,False,True,True,True,True,True,False,False,True,2097.0,917.0,True,True,8.5413909475,8.174790635638994,0.3663847219386271,False
b0160,dgt,dgt,dGTP triphosphohydrolase,Nucleotide transport and metabolism,ppGpp,P15723,179237,180754,+,False,False,True,True,True,True,False,False,False,3.0,,True,True,5.282236066499999,5.452256014716895,0.4071152167154681,True
b0161,degP,degP;htrA;ptd,periplasmic serine endoprotease DegP,"Post-translational modification, protein turnover,and chaperones","RpoE,H-NS,CpxR",P0C0V0,180884,182308,+,False,False,False,False,True,True,False,False,True,2137.0,990.0,True,True,7.245652731,6.920762353,0.8300297374487995,True
b0162,cdaR,cdaR;sdaR;yaeG,DNA-binding transcriptional activator CdaR,Transcription,"CdaR,Nac",P37047,182463,183620,+,False,False,False,False,True,True,False,False,False,,,False,True,2.6561579665000004,3.434962457,0.672533273048488,True
b0163,yaeH,yaeH,DUF3461 domain-containing protein YaeH,Function unknown,ppGpp,P62768,183709,184095,-,False,False,False,False,True,True,False,True,True,2220.5,561.0,True,True,8.216545203,8.498048908,0.664510890182999,False
b0164,yaeI,yaeI,phosphodiesterase YaeI,Function unknown,ppGpp,P37049,184257,185069,-,False,False,False,False,True,True,False,False,False,,,False,True,3.9831079725,3.659781033781144,0.5468583609730759,True
b0166,dapD,dapD,tetrahydrodipicolinate succinylase,Amino acid transport and metabolism,"RpoD,ArgP,MarA,Rob,SoxS",P0A9D8,185123,185947,-,True,False,True,True,True,True,False,False,True,6325.5,10419.0,True,True,10.407992375,9.937927238,0.7879702791072006,True
b0167,glnD,glnD,PII uridylyltransferase/uridylyl removing enzyme,"Post-translational modification, protein turnover,and chaperones","Fur,Fnr,MarA,Rob,SoxS",P27249,185978,188650,-,False,False,False,False,True,True,False,False,True,140.5,151.0,True,True,6.135557071000001,5.5330658135198165,0.5502206016405197,True
b0168,map,map,methionine aminopeptidase,Amino acid transport and metabolism,"MarA,Nac,Rob,SoxS",P0AE18,188712,189506,-,True,True,False,True,True,True,False,False,True,1267.5,1592.0,True,True,8.7255737365,8.51355588,0.455488760496001,True
b0169,rpsB,rpsB,30S ribosomal subunit protein S2,"Translation, ribosomal structure and biogenesis","RpoD,RpsB,ppGpp",P0A7V0,189874,190599,+,True,True,False,True,True,True,False,False,True,22258.0,13019.0,True,True,12.492324855,11.6495313,0.5128508510160004,True
b0170,tsf,tsf,protein chain elongation factor EF-Ts,"Translation, ribosomal structure and biogenesis","RpoD,RpsB,ppGpp",P0A6P1,190857,191708,+,True,True,False,True,True,True,False,False,True,12554.0,10498.0,True,True,10.64831444,10.358673621341396,0.4258188042212473,True
b0171,pyrH,pyrH;smbA,UMP kinase,Nucleotide transport and metabolism,RpoD,P0A7E9,191855,192580,+,True,False,True,True,True,True,False,False,True,580.0,1128.0,True,True,8.6069186835,7.989829159,0.6244732623570005,False
b0172,frr,frr;rrf,ribosome-recycling factor,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp",P0A805,192872,193429,+,True,True,False,True,True,True,False,False,True,3664.5,2927.0,True,True,10.481874795,9.999222668,0.4395276404232014,False
b0173,dxr,dxr;ispC;yaeM,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Lipid transport and metabolism,,P45568,193521,194717,+,True,True,True,True,True,True,False,False,True,,133.0,True,True,4.8682302685,5.610778875,0.6695806067831996,True
b0174,ispU,ispU;rth;uppS;yaeS,undecaprenyl diphosphate synthase,Lipid transport and metabolism,ppGpp,P60472,194903,195664,+,True,False,True,True,True,True,False,False,True,,176.0,True,True,7.428148253,7.84775294,0.5067152001730513,False
b0175,cdsA,cdsA;cds,CDP-diglyceride synthetase,Lipid transport and metabolism,ppGpp,P0ABG1,195677,196534,+,True,True,True,True,True,True,False,False,False,62.5,,True,True,6.9924423745,6.967048317261603,0.4484652917948523,False
b0176,rseP,rseP;ecfE;yaeL,intramembrane zinc metalloprotease,Cell wall/membrane/envelope biogenesis,RpoE,P0AEH1,196546,197898,+,True,False,False,False,True,True,False,False,True,6.0,164.0,True,True,7.7529925745,7.893610217999999,0.3099706809360005,False
b0177,bamA,bamA;yaeT;yzzN;yzzY,outer membrane protein assembly factor BamA,Cell wall/membrane/envelope biogenesis,"RpoE,YbiH",P0A940,197928,200360,+,True,False,False,True,True,True,False,False,True,1751.0,1997.0,True,True,8.7268162845,8.812919058272664,0.2489987148274521,False
b0178,skp,skp;hlpA;ompH,periplasmic chaperone Skp,Cell wall/membrane/envelope biogenesis,"RpoE,cpxQ,GadE,CpxR",P0AEU7,200482,200967,+,False,False,False,False,True,True,False,False,True,6625.0,1430.0,True,True,10.16446175,9.960073553,0.46839584711833,False
b0179,lpxD,lpxD;firA;omsA,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,Cell wall/membrane/envelope biogenesis,"RpoE,GadE,CpxR",P21645,200971,201996,+,True,True,True,True,True,True,False,False,True,72.5,757.0,True,True,9.6258681045,9.282185648,0.3820386200694002,False
b0180,fabZ,fabZ;sefA;yaeA,3-hydroxy-acyl-[acyl-carrier-protein] dehydratase,Lipid transport and metabolism,"RpoE,GadE,CpxR",P0A6Q6,202101,202556,+,True,False,True,True,True,True,False,False,True,4431.5,2512.0,True,True,8.894441540999999,9.348397813,0.4440298414649993,False
b0181,lpxA,lpxA,UDP-N-acetylglucosamine acyltransferase,Cell wall/membrane/envelope biogenesis,"RpoE,GadE,CpxR",P0A722,202560,203348,+,True,True,True,True,True,True,False,False,True,873.5,877.0,True,True,8.629966614,8.73974871,0.4767273716982015,False
